base_contrast,metric,n_models,n_positive,n_negative,n_zero,direction_consistent,all_significant,any_significant,median_rank_biserial,deltas,models
NoRAG→RAG|dpo_retr_bal,PlaceholderRate,6,5,1,0,False,False,True,0.5376193309868071,0.0211;0.1400;0.0160;-0.0806;0.0134;0.0774,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,RAHE_Total,6,6,0,0,True,True,True,1.0,0.9923;3.3248;0.6496;4.1176;0.5166;1.4194,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,RAHE_per_1kTok,6,6,0,0,True,True,True,1.0,3.4793;12.1521;1.7598;10.5105;1.6794;4.1239,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,ROUGE1_F1,6,2,4,0,False,False,True,-0.012930999999999998,-0.0112;-0.1020;0.0034;-0.0147;0.0074;-0.0003,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,ROUGE1_F1_NORM,6,3,3,0,False,False,True,-0.003037999999999999,-0.0103;-0.0936;0.0059;-0.0012;0.0080;0.0005,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,ROUGE1_R,6,5,1,0,False,False,True,0.2976165,0.0220;-0.0204;0.0314;0.0167;0.0255;0.0561,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,ROUGE1_R_NORM,6,5,1,0,False,False,True,0.2982865,0.0210;-0.0153;0.0328;0.0247;0.0253;0.0566,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,SBERT,6,1,5,0,False,False,True,-0.34524900000000003,-0.0375;-0.1826;-0.0049;-0.0819;0.0002;-0.0281,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,SBERT_NORM,6,1,5,0,False,False,True,-0.2970925,-0.0357;-0.1730;0.0003;-0.0681;-0.0009;-0.0270,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,SecFilled,6,1,5,0,False,False,False,-0.1663285,-0.0064;-0.0806;-0.0275;0.0761;-0.0141;-0.0141,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,SecPresence,6,1,5,0,False,False,True,-0.551527,-0.0205;-0.1324;-0.0147;0.0799;-0.0141;-0.0754,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,SignalFilledRate,6,1,5,0,False,False,True,-0.27893557422969184,-0.0115;-0.0972;-0.0286;0.0776;-0.0147;-0.0256,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,TransferRate,6,6,0,0,True,True,True,1.0,0.2768;0.7642;0.2119;0.9186;0.1563;0.3795,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,UAHE_Total,6,2,4,0,False,False,True,-0.138878,0.0332;-0.2020;0.0409;-0.0128;-0.0767;-0.2302,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,UAHE_per_1kTok,6,2,4,0,False,False,True,-0.295321,0.0461;-1.2453;0.0078;-0.1808;-0.5436;-1.1905,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|dpo_retr_bal,UnknownRate,6,5,1,0,False,False,True,0.5686604411788506,0.0211;0.1292;0.0153;-0.0812;0.0160;0.0742,llama-3.2-3b;llama-3.2-3b;mistral-7b-v0.3;mistral-7b-v0.3;qwen2.5-7b;qwen2.5-7b
NoRAG→RAG|sft,CTQRS,3,3,0,0,True,False,False,0.171774,0.0222;0.0136;0.0227,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,CondFilledRate,3,1,2,0,False,False,False,-0.047541,-0.0406;0.0037;-0.0057,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ContextSupportRate,3,3,0,0,True,True,True,0.965204,0.5109;0.4071;0.2963,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ContextUnattributedRate,3,0,3,0,True,True,True,-0.965166,-0.5135;-0.4071;-0.2963,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,IUHE_Total,3,3,0,0,True,False,True,0.24334938519799898,0.4476;0.5141;0.1176,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,IUHE_per_1kTok,3,2,1,0,False,False,False,0.08273850854048048,1.4646;0.4685;-0.9193,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,NoSignalFilledRate,3,1,2,0,False,False,False,-0.2887624466571835,0.0448;-0.0243;-0.0294,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,PlaceholderRate,3,1,2,0,False,False,False,-0.1567489114658926,0.0723;-0.0224;-0.0173,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,RAHE_Total,3,3,0,0,True,True,True,1.0,3.1637;2.3939;1.6650,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,RAHE_per_1kTok,3,3,0,0,True,True,True,1.0,9.5072;6.0052;5.0009,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ROUGE1_F1,3,1,2,0,False,False,False,-0.05119,-0.0089;-0.0060;0.0066,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ROUGE1_F1_NORM,3,1,2,0,False,False,False,-0.038783,-0.0069;-0.0058;0.0041,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ROUGE1_R,3,3,0,0,True,False,True,0.245889,0.0053;0.0285;0.0262,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,ROUGE1_R_NORM,3,3,0,0,True,False,True,0.248809,0.0056;0.0287;0.0255,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,SBERT,3,0,3,0,True,False,True,-0.334099,-0.0465;-0.0324;-0.0034,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,SBERT_NORM,3,0,3,0,True,False,True,-0.275093,-0.0454;-0.0291;-0.0043,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,SecFilled,3,2,1,0,False,False,False,0.084746,-0.0652;0.0198;0.0128,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,SecPresence,3,2,1,0,False,False,False,0.156749,-0.0729;0.0230;0.0173,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,SignalFilledRate,3,2,1,0,False,False,False,0.07540983606557378,-0.0676;0.0141;0.0094,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,TransferRate,3,3,0,0,True,True,True,1.0,0.6498;0.5139;0.3601,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,UAHE_Total,3,0,3,0,True,True,True,-0.84388,-2.7161;-1.8798;-1.5473,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,UAHE_per_1kTok,3,0,3,0,True,True,True,-0.834769,-8.0426;-5.5367;-5.9202,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
NoRAG→RAG|sft,UnknownRate,3,1,2,0,False,False,False,-0.1530398322851153,0.0742;-0.0230;-0.0166,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,CTQRS,3,1,2,0,False,False,True,-0.217952,-0.0681;0.0147;-0.0221,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,CondFilledRate,3,2,1,0,False,False,True,0.682216,0.1102;-0.0083;0.1392,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ContextSupportRate,3,3,0,0,True,False,True,0.352835,0.0655;0.3171;0.1158,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ContextUnattributedRate,3,0,3,0,True,True,True,-0.975477,-0.2573;-0.3401;-0.3844,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,IUHE_Total,3,0,3,0,True,False,True,-0.5907614399227066,-1.3376;-0.0818;-2.4885,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,IUHE_per_1kTok,3,0,3,0,True,False,True,-0.23740573152337857,-1.5006;-0.0970;-7.7683,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,NoSignalFilledRate,3,0,3,0,True,False,True,-0.7746523388116309,-0.2101;-0.0298;-0.1957,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,PlaceholderRate,3,0,3,0,True,False,True,-0.835125688936685,-0.2756;-0.0070;-0.2756,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,RAHE_Total,3,2,1,0,False,False,True,-0.01700802265219443,0.1611;1.7238;-0.2455,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,RAHE_per_1kTok,3,2,1,0,False,False,True,0.25479794472989864,2.6449;4.5053;-0.8770,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ROUGE1_F1,3,0,3,0,True,True,True,-0.558896,-0.1317;-0.0698;-0.0692,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ROUGE1_F1_NORM,3,0,3,0,True,True,True,-0.612748,-0.1323;-0.0709;-0.0782,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ROUGE1_R,3,0,3,0,True,True,True,-0.536055,-0.1862;-0.0452;-0.0498,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,ROUGE1_R_NORM,3,0,3,0,True,True,True,-0.56744,-0.1882;-0.0425;-0.0544,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,SBERT,3,0,3,0,True,True,True,-0.6885,-0.1518;-0.0779;-0.0308,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,SBERT_NORM,3,0,3,0,True,True,True,-0.669048,-0.1466;-0.0731;-0.0363,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,SecFilled,3,3,0,0,True,False,True,0.772499,0.2263;0.0096;0.2468,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,SecPresence,3,3,0,0,True,False,True,0.845611,0.2871;0.0083;0.2832,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,SignalFilledRate,3,3,0,0,True,False,True,0.7998870127424518,0.2298;0.0081;0.2581,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,TransferRate,3,3,0,0,True,False,True,0.24236094994971766,0.1144;0.4047;0.0194,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,UAHE_Total,3,0,3,0,True,True,True,-0.993882,-1.4987;-1.8056;-2.2430,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,UAHE_per_1kTok,3,0,3,0,True,True,True,-0.974268,-4.1456;-4.6023;-6.8913,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|dense_k1,UnknownRate,3,0,3,0,True,False,True,-0.8400770712909441,-0.2871;-0.0083;-0.2813,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,CTQRS,3,0,3,0,True,True,True,-0.39513,-0.0975;-0.0496;-0.0302,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,CondFilledRate,3,2,1,0,False,False,True,0.576463,0.1265;-0.0805;0.1298,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ContextSupportRate,3,3,0,0,True,True,True,0.821876,0.1754;0.3322;0.2147,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ContextUnattributedRate,3,0,3,0,True,True,True,-0.993101,-0.6869;-0.6979;-0.5906,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,IUHE_Total,3,0,3,0,True,True,True,-1.0,-4.0128;-3.6726;-3.5601,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,IUHE_per_1kTok,3,0,3,0,True,True,True,-0.9843385406367412,-10.9429;-9.9582;-11.6210,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,NoSignalFilledRate,3,0,3,0,True,False,True,-0.9408424908424908,-0.2460;-0.0448;-0.2958,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,PlaceholderRate,3,1,2,0,False,False,True,-0.9651386748844376,-0.3434;0.0512;-0.3702,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,RAHE_Total,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,RAHE_per_1kTok,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ROUGE1_F1,3,0,3,0,True,True,True,-0.45112,-0.0386;-0.0611;-0.0623,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ROUGE1_F1_NORM,3,0,3,0,True,True,True,-0.4994,-0.0456;-0.0755;-0.0746,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ROUGE1_R,3,0,3,0,True,True,True,-0.739982,-0.1605;-0.0334;-0.0797,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,ROUGE1_R_NORM,3,0,3,0,True,True,True,-0.761738,-0.1672;-0.0385;-0.0854,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,SBERT,3,0,3,0,True,False,True,-0.32841,-0.0157;-0.0284;-0.0061,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,SBERT_NORM,3,0,3,0,True,True,True,-0.328514,-0.0190;-0.0341;-0.0136,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,SecFilled,3,2,1,0,False,False,True,0.722323,0.2417;-0.0467;0.2737,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,SecPresence,3,2,1,0,False,False,True,0.969156,0.3465;-0.0486;0.3760,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,SignalFilledRate,3,2,1,0,False,False,True,0.7906396651587536,0.2594;-0.0554;0.2931,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,TransferRate,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,UAHE_Total,3,0,3,0,True,True,True,-1.0,-4.0128;-3.6726;-3.5601,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,UAHE_per_1kTok,3,0,3,0,True,True,True,-0.984339,-10.9429;-9.9582;-11.6210,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_aware_bal|k0,UnknownRate,3,1,2,0,False,False,True,-0.9663585002568054,-0.3421;0.0499;-0.3721,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,CTQRS,3,0,3,0,True,True,True,-0.386815,-0.0914;-0.0488;-0.0340,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,CondFilledRate,3,3,0,0,True,True,True,0.927249,0.2081;0.1603;0.1975,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ContextSupportRate,3,0,3,0,True,False,True,-0.051437,-0.1970;-0.0413;-0.0222,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ContextUnattributedRate,3,0,3,0,True,True,True,-0.793858,-0.1534;-0.2963;-0.3077,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,IUHE_Total,3,0,3,0,True,True,True,-0.9697598662400184,-3.3555;-3.4885;-3.1535,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,IUHE_per_1kTok,3,0,3,0,True,True,True,-0.9559949904422912,-8.7597;-8.6102;-9.1725,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,NoSignalFilledRate,3,0,3,0,True,True,True,-0.9611342785654712,-0.2826;-0.2344;-0.2609,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,PlaceholderRate,3,0,3,0,True,True,True,-0.9777950310559006,-0.3996;-0.3216;-0.3657,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,RAHE_Total,3,0,3,0,True,True,True,-0.9443641765531837,-2.1714;-1.7442;-1.1483,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,RAHE_per_1kTok,3,0,3,0,True,True,True,-0.8472064235530278,-6.0280;-4.2454;-3.3216,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ROUGE1_F1,3,1,2,0,False,False,True,-0.142153,0.0030;-0.0169;-0.0427,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ROUGE1_F1_NORM,3,0,3,0,True,False,True,-0.229694,-0.0049;-0.0268;-0.0521,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ROUGE1_R,3,0,3,0,True,True,True,-0.741351,-0.1027;-0.0541;-0.0742,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,ROUGE1_R_NORM,3,0,3,0,True,True,True,-0.760689,-0.1102;-0.0584;-0.0797,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,SBERT,3,2,1,0,False,False,True,0.110862,0.0095;0.0085;-0.0108,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,SBERT_NORM,3,2,1,0,False,False,True,0.049768,0.0042;0.0052;-0.0165,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,SecFilled,3,3,0,0,True,True,True,0.957888,0.3708;0.3050;0.3600,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,SecPresence,3,3,0,0,True,True,True,0.979115,0.4028;0.3261;0.3702,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,SignalFilledRate,3,3,0,0,True,True,True,0.9714946070878274,0.3755;0.3035;0.3557,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,TransferRate,3,0,3,0,True,True,True,-0.7339349701393497,-0.3730;-0.3019;-0.2038,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,UAHE_Total,3,0,3,0,True,True,True,-0.896464,-1.1841;-1.7442;-2.0051,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,UAHE_per_1kTok,3,0,3,0,True,True,True,-0.872493,-2.7317;-4.3648;-5.8509,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|dense_k1,UnknownRate,3,0,3,0,True,True,True,-0.9803560466543892,-0.4022;-0.3248;-0.3676,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,CTQRS,3,0,3,0,True,False,True,-0.192231,-0.0946;-0.0229;-0.0157,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,CondFilledRate,3,3,0,0,True,True,True,0.899157,0.1722;0.1803;0.1996,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ContextSupportRate,3,3,0,0,True,True,True,0.698424,0.1897;0.2761;0.1694,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ContextUnattributedRate,3,0,3,0,True,True,True,-0.989841,-0.6551;-0.6981;-0.5351,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,IUHE_Total,3,0,3,0,True,True,True,-0.9983273498694517,-3.9335;-3.6650;-3.4757,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,IUHE_per_1kTok,3,0,3,0,True,True,True,-0.9798299386988333,-10.8205;-9.9093;-11.2275,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,NoSignalFilledRate,3,0,3,0,True,True,True,-0.9833355913832814,-0.2570;-0.2826;-0.3031,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,PlaceholderRate,3,0,3,0,True,True,True,-0.9733479372033589,-0.3485;-0.3600;-0.3964,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,RAHE_Total,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,RAHE_per_1kTok,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ROUGE1_F1,3,1,2,0,False,False,True,-0.308837,0.0053;-0.0263;-0.0436,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ROUGE1_F1_NORM,3,0,3,0,True,False,True,-0.374237,-0.0015;-0.0385;-0.0560,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ROUGE1_R,3,0,3,0,True,True,True,-0.713382,-0.1193;-0.0570;-0.0735,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,ROUGE1_R_NORM,3,0,3,0,True,True,True,-0.735133,-0.1255;-0.0625;-0.0794,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,SBERT,3,1,2,0,False,False,True,-0.258051,0.0005;-0.0190;-0.0143,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,SBERT_NORM,3,0,3,0,True,False,True,-0.280182,-0.0055;-0.0242;-0.0200,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,SecFilled,3,3,0,0,True,True,True,0.951901,0.3120;0.3523;0.3868,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,SecPresence,3,3,0,0,True,True,True,0.974993,0.3504;0.3638;0.4015,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,SignalFilledRate,3,3,0,0,True,True,True,0.9664367816091954,0.3195;0.3461;0.3798,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,TransferRate,3,0,0,3,True,False,False,0.0,0.0000;0.0000;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,UAHE_Total,3,0,3,0,True,True,True,-0.998327,-3.9335;-3.6650;-3.4757,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,UAHE_per_1kTok,3,0,3,0,True,True,True,-0.97983,-10.8205;-9.9093;-11.2275,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
SFT→DPO_free_bal|k0,UnknownRate,3,0,3,0,True,True,True,-0.9735949787172643,-0.3491;-0.3632;-0.4003,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,CTQRS,3,0,3,0,True,False,False,-0.137726,-0.0211;-0.0133;-0.0227,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,CondFilledRate,3,0,3,0,True,False,False,-0.014723,-0.0039;-0.0026;-0.0042,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ContextSupportRate,3,0,3,0,True,True,True,-0.595746,-0.2077;-0.2214;-0.1763,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ContextUnattributedRate,3,3,0,0,True,True,True,0.598861,0.2077;0.2214;0.1738,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,IUHE_Total,3,2,1,0,False,False,False,-0.05685736677115987,0.5345;-0.3018;0.2455,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,IUHE_per_1kTok,3,1,2,0,False,False,False,-0.05302164926022628,-0.5098;-0.3833;0.4378,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
